time;ouverture;plus haut;plus bas;cloture;v
2207150208;20371.73899;20372.69349;20371.229;20372.69349;0
2207150209;20367.89;20371.96999;20346.46999;20356.618;0
2207150210;20357.7385;20385.7545;20350.39;20384.6795;0
2207150211;20368.35;20397.7145;20368.35;20384.49849;0
2207150212;20369.61499;20393.4675;20368.785;20392.4475;0
2207150213;20385.243;20392.4475;20369.42;20370.78;0
2207150214;20381.69899;20381.71399;20369.93499;20378.58049;0
2207150215;20376.11499;20387.763;20365.76;20379.66399;0
2207150216;20379.65949;20379.65949;20361.955;20374.5925;0
2207150217;20376.87349;20376.87349;20353.30999;20368.80999;0
2207150218;20373.705;20383.36099;20359.405;20382.05799;0
2207150219;20368.105;20382.05799;20366.995;20382.05799;0
2207150220;20382.05799;20387.064;20364.6;20372.403;0
2207150221;20367.86549;20376.31099;20360.32499;20370.1685;0
2207150222;20365.55299;20377.47349;20356.19999;20362.12999;0
2207150223;20378.068;20401.4295;20371.08999;20400.52399;0
2207150224;20380.19999;20404.798;20380.19999;20398.8785;0
2207150225;20395.205;20401.83649;20378.00499;20395.8415;0
2207150226;20400.34299;20426.58849;20392.456;20422.19349;0
2207150227;20417.745;20418.5385;20396.59499;20406.69599;0
2207150228;20406.22099;20411.868;20386.85;20410.82;0
2207150229;20406.68499;20427.2675;20393.16499;20423.0715;0
2207150230;20420.94599;20422.368;20407.265;20411.4185;0
2207150231;20410.671;20418.815;20389.07499;20407.82799;0
2207150232;20411.95199;20415.89799;20394.64;20397.48499;0
2207150233;20415.3465;20415.3465;20389.52499;20408.606;0
2207150234;20422.2015;20423.39599;20403.655;20414.21;0
2207150235;20420.69699;20432.43849;20401.91;20426.5405;0
2207150236;20429.6145;20454.1115;20426.62349;20453.21899;0
2207150237;20451.22649;20499.53;20431.55999;20492.3625;0
2207150238;20506.62999;20507.14399;20483.09199;20505.71349;0
2207150239;20487.39499;20569.5185;20487.39499;20555.6435;0
2207150240;20566.336;20692.60449;20550.23699;20688.45099;0
2207150241;20671.07499;20709.61299;20637.39499;20654.79399;0
2207150242;20658.53249;20671.101;20632.43199;20638.60349;0
2207150243;20624.78999;20628.67999;20589.8285;20597.37899;0
2207150244;20590.7185;20640.9465;20590.7185;20639.50499;0
2207150245;20632.3635;20645.598;20601.41499;20627.873;0
2207150246;20620.94599;20623.5255;20595.85999;20614.69799;0
2207150247;20615.93499;20621.4005;20596.40449;20596.91949;0
2207150248;20595.924;20598.84949;20573.31649;20576.03;0
2207150249;20583.67;20606.23;20579.71;20604.0785;0
2207150250;20602.46999;20603.64499;20560.83149;20561.61199;0
2207150251;20566.259;20569.68399;20536.979;20539.69;0
2207150252;20538.675;20590.20949;20530.729;20581.48999;0
2207150253;20590.5175;20607.675;20589.48049;20592.61549;0
2207150254;20589.72549;20668.63649;20589.11499;20665.22749;0
2207150255;20637.41099;20693.617;20619.744;20690.995;0
2207150256;20691.284;20702.09499;20658.0215;20690.23299;0
2207150257;20684.67449;20731.088;20684.67449;20712.0245;0
2207150258;20712.1245;20712.642;20678.60349;20691.50699;0
2207150259;20696.01049;20711.49249;20688.033;20693.65749;0
2207150260;20687.136;20693.658;20648.27649;20653.051;0
2207150261;20652.37349;20655.52499;20620.741;20629.81949;0
2207150262;20637.36499;20658.81849;20620.60999;20632.265;0
2207150263;20632.2695;20651.55999;20620.23499;20648.65249;0
2207150264;20649.34499;20663.955;20646.06949;20656.07499;0
2207150265;20655.67999;20657.44049;20618.386;20622.4155;0
2207150266;20619.56449;20641.4295;20612.84499;20622.7195;0
2207150267;20618.90349;20634.7185;20607.55999;20628.5575;0
2207150268;20621.50399;20626.91099;20592.20549;20592.20549;0
2207150269;20593.34499;20599.6495;20571.17449;20584.70549;0
2207150270;20588.355;20589.192;20560.835;20589.192;0
2207150271;20602.6825;20617.2675;20588.1605;20605.725;0
2207150272;20605.53449;20605.53449;20567.08449;20567.08449;0
2207150273;20571.57099;20573.564;20532.12499;20547.16899;0
2207150274;20555.17349;20555.17349;20532.99349;20539.83449;0
2207150277;20509.68499;20531.01999;20509.68499;20531.01999;0
2207150278;20532.26999;20533.27499;20518.174;20522.79849;0
2207150279;20511.69349;20529.96899;20491.93749;20525.06549;0
2207150280;20523.45399;20527.8935;20509.05499;20518.8745;0
2207150281;20522.29849;20532.98199;20518.785;20530.18199;0
2207150282;20531.2335;20543.54099;20521.16;20539.94449;0
2207150283;20538.48149;20542.71399;20526.3965;20528.187;0
2207150284;20525.83449;20530.58749;20511.77499;20517.92749;0
2207150285;20519.09399;20533.15949;20516.3825;20518.46;0
2207150286;20532.3795;20532.3795;20504.68499;20517.4505;0
2207150287;20518.6285;20523.568;20502.52949;20502.52949;0
2207150288;20494.205;20508.459;20479.695;20479.97949;0
2207150289;20480.2345;20490.80699;20454.155;20457.7725;0
2207150290;20457.262;20488.9545;20413.58899;20431.86849;0
2207150291;20424.89499;20453.46399;20415.64499;20425.13349;0
2207150292;20424.50849;20439.0195;20414.885;20422.54649;0
2207150293;20435.052;20435.052;20356.11949;20364.63849;0
2207150294;20368.54549;20379.2505;20338.71;20362.33899;0
2207150295;20362.421;20373.82499;20342.78999;20366.2195;0
2207150296;20362.44;20379.55999;20362.44;20376.2535;0
2207150297;20375.74449;20417.62699;20373.44999;20407.71999;0
2207150298;20406.50949;20414.4115;20389.512;20398.20649;0
2207150299;20393.6805;20404.56349;20385.91399;20400.38649;0
2207150300;20409.461;20412.35799;20391.46499;20405.86099;0
2207150301;20402.42449;20406.1;20383.14;20400.533;0
2207150302;20395.57099;20407.9485;20376.955;20401.11099;0
2207150303;20400.84849;20408.09299;20383.795;20405.32899;0
2207150304;20406.8065;20428.75949;20403.355;20421.87699;0
2207150305;20414.66499;20426.69549;20401.39499;20415.79649;0
2207150306;20413.23999;20430.3425;20397.80499;20423.266;0
2207150307;20426.87899;20440.61399;20406.43499;20421.71;0
2207150308;20429.68599;20453.52499;20426.8755;20453.43599;0
2207150309;20450.96999;20469.43199;20448.64999;20453.77749;0
2207150310;20456.713;20469.10799;20451.85999;20466.44049;0
2207150311;20463.6675;20485.21149;20451.995;20484.046;0
2207150312;20482.9855;20482.98799;20455.925;20466.331;0
2207150313;20466.98899;20466.98899;20424.16499;20447.516;0
2207150314;20451.08849;20454.33899;20435.85;20449.24999;0
2207150315;20459.79849;20465.212;20437.082;20437.19149;0
2207150316;20437.082;20437.191;20424.369;20431.30249;0
2207150317;20431.3225;20455.68749;20422.30499;20455.68749;0
2207150318;20449.24349;20455.69049;20415.23;20428.249;0
2207150319;20425.27749;20438.7495;20416.33999;20434.496;0
2207150320;20421.23499;20434.5975;20395.24249;20399.30399;0
2207150321;20399.3075;20399.3435;20377.035;20385.68399;0
2207150322;20377.78999;20401.44249;20369.83999;20400.3825;0
2207150323;20400.38749;20431.5255;20389.78;20416.60149;0
2207150324;20421.59199;20435.59849;20412.92;20428.11949;0
2207150325;20411.73;20437.8395;20411.73;20435.88949;0
2207150326;20442.296;20453.14499;20435.57;20446.29099;0
2207150327;20447.33649;20461.94799;20426.05999;20461.94799;0
2207150328;20461.9515;20461.9515;20444.1635;20451.3435;0
2207150329;20450.31349;20451.33349;20423.065;20435.831;0
2207150330;20441.013;20453.2905;20435.58999;20452.194;0
2207150331;20452.1965;20456.97749;20429.695;20445.7905;0
2207150332;20444.8435;20444.8435;20427.99999;20433.334;0
2207150333;20428.17549;20446.2335;20424.85;20446.2335;0
2207150334;20437.87;20446.2335;20423.68499;20436.87;0
2207150335;20442.51899;20449.99649;20430.885;20449.99649;0
2207150336;20467.0925;20479.991;20451.0195;20458.85;0
2207150337;20451.09499;20472.07;20451.09499;20470.69899;0
2207150338;20462.785;20474.55999;20445.83;20464.82199;0
2207150339;20459.05999;20469.16299;20446.21499;20466.26799;0
2207150340;20466.087;20470.5725;20448.35999;20457.86499;0
2207150341;20458.37899;20473.568;20444.23;20470.99649;0
2207150342;20464.265;20470.99649;20441.37499;20463.4315;0
2207150343;20455.89499;20463.4315;20444.96499;20448.30999;0
2207150344;20468.636;20481.4645;20443.135;20466.22549;0
2207150345;20469.67149;20486.20399;20462.045;20470.081;0
2207150346;20470.0765;20495.45749;20454.295;20495.45749;0
2207150347;20509.23599;20510.0385;20485.765;20504.83999;0
2207150348;20504.83249;20504.835;20472.03999;20480.26649;0
2207150349;20482.427;20482.42999;20465.26;20478.99649;0
2207150350;20478.48499;20484.58749;20447.28;20453.84199;0
2207150351;20451.15349;20470.15649;20441.83;20469.60799;0
2207150352;20468.9345;20473.763;20451.02499;20463.481;0
2207150353;20461.9335;20472.24999;20448.32;20468.12599;0
2207150354;20474.48299;20483.747;20458.6;20480.09199;0
2207150355;20480.09399;20494.17349;20463.03;20486.015;0
2207150356;20489.74999;20520.69699;20489.14;20512.535;0
2207150357;20499.01;20562.38299;20499.01;20557.46799;0
2207150358;20555.9105;20560.5535;20539.0535;20543.05299;0
2207150359;20543.0535;20549.134;20531.34499;20544.46149;0
2207150360;20545.28599;20573.97849;20524.82;20544.03049;0
2207150361;20538.1455;20573.797;20516.905;20572.77099;0
2207150362;20573.439;20573.8295;20548.50599;20548.50599;0
2207150363;20537.63449;20547.51999;20515.50499;20526.759;0
2207150364;20527.801;20543.46;20511.835;20529.21799;0
2207150365;20526.925;20537.09949;20512.68499;20520.59099;0
2207150366;20523.42349;20555.58999;20509.195;20550.38849;0
2207150367;20549.9115;20568.11299;20536.69999;20568.11299;0
2207150368;20572.08149;20603.426;20570.02299;20596.9325;0
2207150369;20599.4885;20618.37349;20588.545;20616.46499;0
2207150370;20614.46999;20618.56099;20599.48999;20605.36499;0
2207150371;20603.943;20617.97949;20595.695;20605.80499;0
2207150372;20607.36499;20616.141;20592.5925;20613.4485;0
2207150373;20613.5955;20616.1;20596.015;20607.86499;0
2207150374;20607.35;20617.5435;20598.05049;20617.5435;0
2207150375;20614.152;20621.5965;20593.247;20593.247;0
2207150376;20593.5215;20594.0365;20576.07;20582.748;0
2207150377;20582.74999;20598.47449;20569.67;20583.70099;0
2207150378;20578.68499;20582.13849;20560.53999;20572.189;0
2207150379;20572.19049;20583.159;20564.86499;20583.159;0
2207150380;20578.639;20582.6445;20557.92;20574.711;0
2207150381;20575.06649;20579.66;20559.675;20572.38349;0
2207150382;20569.71999;20590.82049;20560.84499;20584.2005;0
2207150383;20593.25499;20607.885;20584.1995;20585.39499;0
2207150384;20591.20949;20591.20949;20571.14;20571.14;0
2207150385;20582.747;20608.421;20571.71499;20603.01;0
2207150386;20597.047;20600.43849;20578.1;20597.33749;0
2207150387;20587.39499;20597.337;20585.12999;20585.12999;0
2207150388;20594.1625;20607.817;20590.4895;20605.2555;0
2207150389;20606.3405;20619.731;20596.61499;20617.921;0
2207150390;20621.38449;20631.945;20586.92899;20586.92899;0
2207150391;20584.33849;20586.78;20553.535;20554.54749;0
2207150392;20551.873;20551.873;20514.93499;20524.5565;0
2207150393;20523.51799;20524.42149;20481.01999;20498.499;0
2207150394;20494.67999;20500.8795;20474.27499;20492.993;0
2207150395;20480.565;20504.7005;20480.565;20502.78349;0
2207150396;20504.3965;20509.0225;20481.33;20506.439;0
2207150397;20512.588;20515.2745;20494.765;20513.50499;0
2207150398;20507.62499;20528.0045;20503.69;20526.1435;0
2207150399;20526.30599;20529.064;20509.30399;20509.30399;0
2207150400;20503.764;20509.409;20464.5735;20482.457;0
2207150401;20482.18749;20485.3595;20459.765;20472.82399;0
2207150402;20474.58999;20484.01;20462.495;20482.672;0
2207150403;20467.69;20495.337;20465.66499;20493.13199;0
2207150404;20488.262;20488.262;20451.67999;20472.45299;0
2207150405;20473.0615;20482.62049;20454.87499;20475.16699;0
2207150406;20477.55799;20492.42799;20468.37999;20486.74349;0
2207150407;20487.25499;20513.569;20481.425;20504.405;0
2207150408;20499.338;20504.405;20482.73;20502.921;0
2207150409;20503.6265;20511.72199;20479.69;20479.69;0
2207150410;20499.299;20499.299;20472.36499;20477.39;0
2207150411;20478.7535;20480.74749;20447.21999;20468.8255;0
2207150412;20467.72549;20468.63549;20441.725;20452.98149;0
2207150413;20451.494;20465.68749;20444.33999;20453.264;0
2207150414;20457.1505;20470.639;20448.0175;20452.8925;0
2207150415;20444.427;20449.713;20409.905;20429.12;0
2207150416;20433.39699;20443.0575;20419.67;20443.0575;0
2207150417;20444.04849;20474.0175;20444.04849;20457.37599;0
2207150418;20459.8425;20481.44049;20453.39499;20468.7395;0
2207150419;20451.64;20479.0355;20451.64;20470.009;0
2207150420;20466.5775;20478.7725;20466.5775;20473.0425;0
2207150421;20471.55799;20479.5905;20456.945;20474.0955;0
2207150422;20466.69;20483.406;20459.30999;20468.385;0
2207150423;20472.97099;20474.01049;20449.59499;20469.30599;0
2207150424;20467.94549;20477.53999;20443.225;20477.53999;0
2207150425;20474.32799;20493.09499;20466.62999;20488.84099;0
2207150426;20481.10249;20499.4165;20468.67;20495.6855;0
2207150427;20479.21;20495.77199;20475.765;20482.407;0
2207150428;20473.0195;20474.8475;20450.57;20474.8475;0
2207150429;20476.79549;20486.3755;20457.12;20481.47449;0
2207150430;20474.977;20477.05999;20456.43499;20469.65349;0
2207150431;20477.55399;20477.55399;20455.14499;20465.175;0
2207150432;20473.9845;20488.37999;20456.16499;20466.695;0
2207150433;20483.9865;20491.3075;20466.695;20484.79849;0
2207150434;20465.98;20480.77649;20448.135;20468.3075;0
2207150435;20460.86499;20480.63299;20455.155;20471.535;0
2207150436;20454.43499;20488.081;20454.43499;20477.89999;0
2207150437;20482.44249;20490.512;20464.98999;20490.512;0
2207150438;20491.7515;20494.9855;20475.37999;20482.23;0
2207150439;20487.82049;20502.21;20478.12499;20500.692;0
2207150440;20512.32;20516.82899;20485.55499;20515.06849;0
2207150441;20514.8435;20514.8435;20490.87;20513.60149;0
2207150442;20513.67249;20513.67249;20489.49999;20510.11749;0
2207150443;20512.60799;20521.3035;20490.55;20506.48149;0
2207150444;20506.20199;20527.5055;20499.62499;20525.56099;0
2207150445;20526.66499;20533.5945;20507.85999;20533.5945;0
2207150446;20532.5235;20532.5235;20521.25499;20531.85899;0
2207150447;20534.891;20544.7025;20517.32499;20535.66199;0
2207150448;20516.83;20541.13199;20516.83;20537.96399;0
2207150449;20537.904;20537.904;20515.28;20534.1485;0
2207150450;20534.15349;20534.15349;20506.51;20524.92;0
2207150451;20517.55499;20524.3045;20485.48499;20502.81099;0
2207150452;20491.76049;20502.20649;20460.355;20481.3475;0
2207150453;20478.73799;20482.97099;20443.62;20482.97099;0
2207150454;20481.39899;20482.975;20451.42;20475.76;0
2207150455;20480.24349;20491.6665;20463.195;20480.52499;0
2207150456;20479.96499;20552.16199;20470.05;20548.1105;0
2207150457;20546.36499;20582.2215;20546.1;20566.23299;0
2207150458;20566.4825;20566.76799;20538.17999;20545.61099;0
2207150459;20545.69999;20561.87699;20530.55499;20539.88949;0
2207150460;20540.96899;20543.0615;20516.57;20542.51449;0
2207150461;20546.44449;20551.07799;20521.09499;20537.19799;0
2207150462;20542.22749;20560.474;20535.265;20550.35899;0
2207150463;20543.4315;20548.21349;20529.515;20539.62349;0
2207150464;20539.60149;20539.60649;20503.71999;20517.98499;0
2207150465;20525.891;20533.9165;20503.135;20525.45749;0
2207150466;20526.619;20543.94999;20518.98;20541.761;0
2207150467;20550.29399;20560.2495;20537.64799;20541.72849;0
2207150468;20550.78699;20553.9005;20525.46;20535.03799;0
2207150469;20530.23;20556.0745;20518.55999;20550.33249;0
2207150470;20546.04749;20550.8795;20522.37499;20548.96899;0
2207150471;20531.98499;20577.39699;20531.98499;20573.7375;0
2207150472;20573.76899;20596.36549;20558.67;20586.7545;0
2207150473;20585.0355;20603.22949;20570.695;20570.695;0
2207150474;20582.0225;20586.2375;20559.21999;20559.21999;0
2207150475;20567.5355;20591.1845;20564.05;20576.71699;0
2207150476;20575.41499;20580.85549;20563.57;20569.995;0
2207150477;20563.654;20586.528;20559.316;20586.528;0
2207150478;20586.22099;20610.6145;20585.69999;20610.6145;0
2207150479;20610.7545;20610.7545;20591.66499;20608.16699;0
2207150480;20607.53999;20611.4475;20597.09499;20598.945;0
2207150481;20606.139;20610.2915;20591.72349;20592.5755;0
2207150482;20593.136;20607.00499;20581.39499;20602.05499;0
2207150483;20602.93299;20609.049;20590.07499;20596.7735;0
2207150484;20596.67349;20603.43849;20586.84499;20594.21599;0
2207150485;20596.907;20597.087;20582.655;20590.14999;0
2207150486;20592.5595;20595.02599;20574.30499;20590.191;0
2207150487;20593.068;20595.01999;20573.44;20574.41099;0
2207150488;20568.635;20582.747;20550.535;20578.9835;0
2207150489;20577.8975;20589.39399;20567.43499;20588.66499;0
2207150490;20588.66499;20597.92749;20575.14499;20597.88749;0
2207150491;20603.09499;20613.76;20590.39499;20613.76;0
2207150492;20612.71999;20620.34199;20600.86499;20607.5565;0
2207150493;20607.55499;20608.07599;20590.78999;20605.88549;0
2207150494;20606.3945;20610.531;20598.07499;20603.05;0
2207150495;20608.37799;20608.89999;20582.12;20590.6125;0
2207150496;20590.09499;20595.461;20573.89999;20586.7545;0
2207150497;20593.155;20601.48299;20569.515;20588.05249;0
2207150498;20588.05249;20616.498;20585.01999;20614.66099;0
2207150499;20611.66;20615.409;20592.96999;20611.565;0
2207150500;20588.67999;20611.24249;20588.67999;20602.9665;0
2207150501;20604.86099;20605.745;20585.85;20599.76;0
2207150502;20605.33899;20605.4345;20587.23;20599.7325;0
2207150503;20599.657;20599.657;20551.065;20562.60899;0
2207150504;20561.36749;20603.389;20555.765;20600.66699;0
2207150505;20599.63649;20611.17649;20589.14999;20605.97849;0
2207150506;20605.41399;20606.45199;20583.474;20583.474;0
2207150507;20566.33999;20613.635;20566.33999;20612.425;0
2207150508;20604.07;20621.76349;20599.295;20616.16;0
2207150509;20627.7225;20640.427;20619.205;20629.38449;0
2207150510;20629.389;20637.59099;20619.66;20635.5755;0
2207150511;20634.0915;20634.0915;20596.21;20616.86849;0
2207150512;20619.354;20624.48699;20595.32499;20617.248;0
2207150513;20603.55999;20619.2555;20596.48;20611.34699;0
2207150514;20609.38649;20619.75399;20596.35;20619.75399;0
2207150515;20620.60149;20623.724;20598.17999;20623.25849;0
2207150516;20623.259;20640.673;20623.259;20639.64399;0
2207150517;20640.90949;20653.3295;20626.785;20638.475;0
2207150518;20622.9665;20638.19999;20610.06549;20615.688;0
2207150519;20614.72949;20614.72949;20581.425;20608.3425;0
2207150520;20605.87349;20621.5775;20605.87349;20618.241;0
2207150521;20612.88849;20616.77599;20584.39499;20597.173;0
2207150522;20597.68749;20602.20749;20572.12999;20598.49349;0
2207150523;20595.99449;20603.21699;20584.74749;20584.74749;0
2207150524;20582.2915;20597.88749;20569.46499;20588.496;0
2207150525;20590.815;20596.81949;20568.98;20584.53449;0
2207150526;20584.8395;20593.998;20571.44;20593.477;0
2207150527;20592.992;20592.992;20561.05499;20577.8595;0
2207150528;20576.6;20581.44349;20562.94;20576.283;0
2207150529;20575.17999;20575.7525;20542.57;20560.12349;0
2207150530;20555.53899;20567.09499;20553.99049;20559.0435;0
2207150531;20560.47849;20568.60699;20550.86499;20550.86499;0
2207150532;20554.93849;20560.74749;20545.58;20550.313;0
2207150533;20552.86099;20562.34299;20528.995;20546.9835;0
2207150534;20547.5025;20553.9885;20529.37;20550.1;0
2207150535;20549.5035;20575.01049;20539.08999;20551.85799;0
2207150536;20557.07899;20571.9825;20542.87;20569.491;0
2207150537;20570.83049;20571.387;20560.24349;20560.24349;0
2207150538;20565.95849;20566.118;20540.28;20555.81549;0
2207150539;20557.60349;20564.45299;20545.61499;20555.17449;0
2207150540;20555.9365;20569.9835;20539.39999;20560.886;0
2207150541;20559.851;20566.68849;20555.4365;20565.259;0
2207150542;20561.16949;20565.295;20548.455;20562.48;0
2207150543;20561.96499;20575.1445;20546.07;20575.1445;0
2207150544;20571.8105;20595.50399;20559.955;20594.7555;0
2207150545;20594.35899;20594.35899;20572.78999;20581.70549;0
2207150546;20582.68849;20582.68849;20530.725;20549.78799;0
2207150547;20541.17449;20549.79199;20520.12;20533.07049;0
2207150548;20530.837;20619.0895;20526.10999;20619.0895;0
2207150549;20629.57899;20706.1305;20629.35999;20656.7155;0
2207150550;20654.5575;20688.58049;20642.799;20664.2675;0
2207150551;20641.58;20673.71399;20639.58;20654.11399;0
2207150552;20653.282;20667.32099;20633.13549;20633.136;0
2207150553;20617.00499;20641.22449;20615.87;20632.89;0
2207150554;20640.38949;20661.7915;20626.29849;20643.296;0
2207150555;20642.9475;20658.25299;20636.57899;20637.83349;0
2207150556;20640.155;20642.386;20623.23499;20634.39499;0
2207150557;20625.9325;20639.27649;20610.54299;20611.57799;0
2207150558;20617.261;20656.461;20614.618;20652.992;0
2207150559;20663.88749;20685.13449;20642.37999;20684.1615;0
2207150560;20694.7185;20719.516;20682.13649;20707.03999;0
2207150561;20710.1475;20716.57499;20693.997;20716.57499;0
2207150562;20716.69899;20723.675;20692.587;20696.8645;0
2207150563;20694.53799;20742.2355;20687.285;20737.64499;0
2207150564;20743.21349;20793.67249;20728.674;20790.83849;0
2207150565;20785.59299;20799.403;20749.315;20750.14149;0
2207150566;20755.695;20783.225;20744.16899;20779.2335;0
2207150567;20787.34499;20814.8045;20777.27299;20814.8045;0
2207150568;20815.92149;20841.40949;20794.31649;20812.14599;0
2207150569;20797.28999;20814.424;20789.58649;20800.4705;0
2207150570;20802.26149;20851.80049;20793.5365;20821.22199;0
2207150571;20824.01249;20824.01249;20759.41949;20760.655;0
2207150572;20764.81449;20785.71399;20761.408;20761.408;0
2207150573;20757.36199;20758.1115;20735.013;20750.5015;0
2207150574;20749.98299;20762.28449;20735.6645;20757.637;0
2207150575;20758.9475;20778.7695;20758.42749;20767.71249;0
2207150576;20766.60449;20773.96499;20761.38949;20769.43099;0
2207150577;20772.7145;20782.512;20762.035;20765.281;0
2207150578;20768.3965;20768.3965;20739.1605;20743.13849;0
2207150579;20742.62;20757.638;20735.41099;20745.90849;0
2207150580;20745.027;20748.84849;20732.14499;20735.01999;0
2207150581;20730.138;20750.34699;20728.2325;20740.85799;0
2207150582;20729.187;20740.853;20701.05499;20715.91799;0
2207150583;20719.015;20719.015;20690.455;20699.5195;0
2207150584;20701.887;20719.693;20701.887;20706.91399;0
2207150585;20707.98399;20727.8945;20705.277;20725.3045;0
2207150586;20719.85899;20740.34399;20719.85899;20735.355;0
2207150587;20737.1135;20737.635;20726.6285;20727.24149;0
2207150588;20728.84099;20747.64399;20726.72349;20740.4505;0
2207150589;20745.0385;20757.81949;20731.80499;20757.81949;0
2207150590;20762.748;20762.94;20741.442;20741.442;0
2207150591;20743.99649;20747.7215;20720.405;20722.91799;0
2207150592;20724.367;20747.03;20724.36399;20742.158;0
2207150593;20742.7695;20744.4875;20720.445;20720.445;0
2207150594;20733.34499;20736.0405;20722.18399;20723.652;0
2207150595;20721.71799;20732.442;20709.83999;20730.119;0
2207150596;20732.61099;20738.6495;20731.76349;20735.8295;0
2207150597;20735.83449;20761.84499;20733.8045;20761.84499;0
2207150598;20762.7535;20781.474;20758.48499;20781.474;0
2207150599;20791.3815;20791.3815;20764.33;20766.8255;0
2207150600;20766.3065;20768.1425;20738.9125;20738.9125;0
2207150601;20741.027;20741.39149;20729.39299;20740.463;0
2207150602;20728.21999;20763.04399;20728.21999;20728.73499;0
2207150603;20725.1135;20735.11099;20719.67;20724.693;0
2207150604;20725.92449;20737.0545;20718.41499;20725.1505;0
2207150605;20725.099;20746.0185;20710.98499;20743.70199;0
2207150606;20739.81649;20753.79749;20729.23999;20743.09699;0
2207150607;20744.03449;20754.45849;20743.285;20747.33;0
2207150608;20756.6495;20756.6495;20738.56349;20740.10649;0
2207150609;20748.55999;20768.13199;20739.64999;20754.52499;0
2207150610;20757.46;20774.4845;20755.175;20772.92999;0
2207150611;20773.974;20806.5775;20770.60999;20806.5775;0
2207150612;20793.07499;20802.15349;20762.0205;20762.0205;0
2207150613;20759.7865;20761.652;20747.6435;20761.652;0
2207150614;20762.98049;20767.672;20729.07499;20743.242;0
2207150615;20740.656;20751.63949;20708.2175;20708.2175;0
2207150616;20709.25299;20717.29449;20691.7495;20701.69999;0
2207150617;20700.976;20709.32049;20689.73499;20702.83449;0
2207150618;20706.225;20711.21049;20691.49999;20707.385;0
2207150619;20708.349;20708.56099;20679.78;20686.04549;0
2207150620;20692.0545;20705.1825;20685.07499;20696.98799;0
2207150621;20695.6455;20695.6455;20655.49999;20690.80049;0
2207150622;20685.977;20715.86199;20680.43299;20709.06249;0
2207150623;20708.42749;20728.296;20706.41299;20707.87799;0
2207150624;20703.657;20725.44149;20703.657;20720.13549;0
2207150625;20723.42149;20752.11549;20714.88949;20752.11549;0
2207150626;20747.77649;20790.797;20732.067;20790.797;0
2207150627;20794.9725;20795.009;20776.03;20786.1785;0
2207150628;20790.02299;20798.92249;20769.05999;20798.92249;0
2207150629;20801.3295;20807.366;20783.16499;20800.51549;0
2207150630;20799.99549;20802.46399;20782.79099;20797.047;0
2207150631;20786.24999;20798.08749;20775.62;20794.05499;0
2207150632;20794.5785;20796.73799;20772.19049;20772.19049;0
2207150633;20772.17049;20820.223;20772.17049;20816.21999;0
2207150634;20819.441;20821.79949;20792.32;20811.59499;0
2207150635;20819.77949;20855.72949;20806.46;20830.742;0
2207150636;20828.658;20836.723;20818.104;20830.06449;0
2207150637;20828.725;20830.96149;20803.25499;20819.9875;0
2207150638;20815.3055;20815.3055;20786.47749;20787.63349;0
2207150639;20774.69999;20797.7185;20774.69999;20792.86949;0
2207150640;20782.39;20809.6105;20782.39;20808.76349;0
2207150641;20810.38199;20830.355;20807.55499;20826.40249;0
2207150642;20826.3975;20827.9875;20808.188;20808.188;0
2207150643;20809.44049;20826.818;20805.94999;20826.818;0
2207150644;20832.285;20854.54549;20827.33849;20846.404;0
2207150645;20847.87799;20848.41699;20820.7395;20820.7395;0
2207150646;20830.24449;20857.457;20826.3275;20854.6305;0
2207150647;20853.10049;20863.945;20807.3645;20815.95949;0
2207150648;20815.9545;20848.66949;20806.28049;20832.9725;0
2207150649;20829.3975;20843.124;20816.19449;20843.124;0
2207150650;20843.12599;20859.67349;20834.3225;20852.55999;0
2207150651;20849.94899;20906.94799;20849.94899;20898.3225;0
2207150652;20893.50799;20911.5755;20879.25699;20902.37149;0
2207150653;20904.263;20931.66599;20901.49999;20925.17049;0
2207150654;20917.34949;20929.79199;20903.44;20919.82099;0
2207150655;20919.82299;20950.73199;20832.638;20832.638;0
2207150656;20832.117;20874.13549;20822.853;20822.853;0
2207150657;20823.439;20845.73299;20801.6825;20841.657;0
2207150658;20840.08249;20840.084;20793.67999;20795.367;0
2207150659;20796.512;20811.868;20788.9685;20790.068;0
2207150660;20799.2015;20799.5965;20788.86849;20791.051;0
2207150661;20791.11199;20798.18949;20782.2885;20782.2885;0
2207150662;20782.285;20788.87899;20767.19;20772.835;0
2207150663;20776.062;20801.88349;20769.36499;20795.14499;0
2207150664;20796.3995;20798.1135;20778.569;20784.585;0
2207150665;20784.065;20784.065;20765.10049;20765.10049;0
2207150666;20765.61949;20785.55;20761.24849;20784.13449;0
2207150667;20784.135;20797.566;20765.955;20768.779;0
2207150668;20769.30299;20791.01449;20767.1805;20781.3295;0
2207150669;20781.33;20807.25499;20781.33;20803.16;0
2207150670;20804.725;20839.0225;20803.195;20837.3265;0
2207150671;20835.655;20858.10349;20819.44999;20832.83999;0
2207150672;20835.189;20859.38449;20833.36499;20845.6085;0
2207150673;20843.51049;20843.51049;20820.689;20828.94;0
2207150674;20828.335;20829.16499;20801.81099;20802.29399;0
2207150675;20804.0755;20851.728;20802.9335;20839.7375;0
2207150676;20842.11499;20869.26249;20831.7905;20839.07599;0
2207150677;20838.02949;20889.456;20838.02949;20854.14399;0
2207150678;20849.04549;20887.6105;20847.975;20874.36299;0
